CMDLINE /oscar/home/ndilullo/work/tensorflow.venv/bin/python pfn_example_modified.py
MEM 2020.601562 1772130074.5757
MEM 2020.601562 1772130074.6761
MEM 2020.601562 1772130074.7765
MEM 2020.601562 1772130074.8768
MEM 2020.601562 1772130074.9773
MEM 2020.601562 1772130075.0779
MEM 2020.601562 1772130075.1782
MEM 2020.601562 1772130075.2785
MEM 2020.601562 1772130075.3788
MEM 2020.601562 1772130075.4791
MEM 2020.601562 1772130075.5795
MEM 2020.601562 1772130075.6802
MEM 2020.601562 1772130075.7805
MEM 2020.601562 1772130075.8812
MEM 2020.601562 1772130075.9815
MEM 2020.601562 1772130076.0822
MEM 2020.601562 1772130076.1828
MEM 2020.601562 1772130076.2831
MEM 2020.601562 1772130076.3834
MEM 2020.601562 1772130076.4842
MEM 2020.601562 1772130076.5845
MEM 2020.601562 1772130076.6852
MEM 2020.601562 1772130076.7855
MEM 2020.601562 1772130076.8864
MEM 2020.601562 1772130076.9867
MEM 2020.601562 1772130077.0870
MEM 2020.601562 1772130077.1873
MEM 2020.601562 1772130077.2877
MEM 2020.601562 1772130077.3882
MEM 2020.601562 1772130077.4888
MEM 2020.601562 1772130077.5894
MEM 2020.601562 1772130077.6897
MEM 2020.601562 1772130077.7900
MEM 2020.601562 1772130077.8906
MEM 2020.601562 1772130077.9912
MEM 2020.601562 1772130078.0915
MEM 2020.601562 1772130078.1919
MEM 2020.601562 1772130078.2924
MEM 2020.601562 1772130078.3931
MEM 2020.601562 1772130078.4935
MEM 2020.601562 1772130078.5937
MEM 2020.601562 1772130078.6942
MEM 2020.601562 1772130078.7945
MEM 2020.601562 1772130078.8947
MEM 2020.601562 1772130078.9950
MEM 2020.601562 1772130079.0953
MEM 2020.601562 1772130079.1956
MEM 2020.601562 1772130079.2959
MEM 2020.601562 1772130079.3962
MEM 2020.601562 1772130079.4965
MEM 2020.601562 1772130079.5968
MEM 2020.601562 1772130079.6970
MEM 2020.601562 1772130079.7973
MEM 2020.601562 1772130079.8976
MEM 2020.601562 1772130079.9979
MEM 2020.601562 1772130080.0982
MEM 2020.601562 1772130080.1985
MEM 2020.601562 1772130080.2988
MEM 2020.601562 1772130080.3991
MEM 2020.601562 1772130080.4993
MEM 2020.601562 1772130080.5997
MEM 2020.601562 1772130080.6999
MEM 2020.601562 1772130080.8004
MEM 2020.601562 1772130080.9007
MEM 2020.601562 1772130081.0010
MEM 2020.601562 1772130081.1013
MEM 2020.601562 1772130081.2016
MEM 2020.601562 1772130081.3019
MEM 2020.601562 1772130081.4022
MEM 2020.601562 1772130081.5025
MEM 2020.601562 1772130081.6028
MEM 2020.601562 1772130081.7032
MEM 2020.601562 1772130081.8035
MEM 2020.601562 1772130081.9038
MEM 2020.601562 1772130082.0044
MEM 2020.601562 1772130082.1049
MEM 2020.601562 1772130082.2052
MEM 2020.601562 1772130082.3056
MEM 2020.601562 1772130082.4059
MEM 2020.601562 1772130082.5064
MEM 2020.601562 1772130082.6069
MEM 2020.601562 1772130082.7075
MEM 2020.601562 1772130082.8082
MEM 2020.601562 1772130082.9086
MEM 2020.601562 1772130083.0089
MEM 2020.601562 1772130083.1092
MEM 2020.601562 1772130083.2095
MEM 2020.601562 1772130083.3098
MEM 2020.601562 1772130083.4101
MEM 2020.601562 1772130083.5104
MEM 2020.601562 1772130083.6108
MEM 2020.601562 1772130083.7111
MEM 2020.601562 1772130083.8114
MEM 2020.601562 1772130083.9117
MEM 2020.601562 1772130084.0122
MEM 2020.601562 1772130084.1129
MEM 2020.601562 1772130084.2132
MEM 2020.601562 1772130084.3135
MEM 2020.601562 1772130084.4142
MEM 2020.601562 1772130084.5148
MEM 2020.601562 1772130084.6151
MEM 2020.601562 1772130084.7157
MEM 2020.601562 1772130084.8162
MEM 2020.601562 1772130084.9169
MEM 2020.601562 1772130085.0172
MEM 2020.601562 1772130085.1177
MEM 2020.601562 1772130085.2183
MEM 2020.601562 1772130085.3188
MEM 2020.601562 1772130085.4191
MEM 2020.601562 1772130085.5194
MEM 2020.601562 1772130085.6198
MEM 2020.601562 1772130085.7201
MEM 2020.601562 1772130085.8204
MEM 2020.601562 1772130085.9209
MEM 2020.601562 1772130086.0213
MEM 2020.601562 1772130086.1216
MEM 2020.601562 1772130086.2228
MEM 2020.601562 1772130086.3234
MEM 2020.601562 1772130086.4237
MEM 2020.601562 1772130086.5240
MEM 2020.601562 1772130086.6245
MEM 2020.601562 1772130086.7252
MEM 2020.601562 1772130086.8257
MEM 2020.601562 1772130086.9263
MEM 2020.601562 1772130087.0266
MEM 2020.601562 1772130087.1269
MEM 2020.601562 1772130087.2273
MEM 2020.601562 1772130087.3278
MEM 2020.601562 1772130087.4284
MEM 2020.601562 1772130087.5287
MEM 2020.601562 1772130087.6290
MEM 2020.601562 1772130087.7293
MEM 2020.601562 1772130087.8297
MEM 2020.601562 1772130087.9302
MEM 2020.601562 1772130088.0305
MEM 2020.601562 1772130088.1313
MEM 2020.601562 1772130088.2316
MEM 2020.601562 1772130088.3319
MEM 2020.601562 1772130088.4324
MEM 2020.601562 1772130088.5327
MEM 2020.601562 1772130088.6332
MEM 2020.601562 1772130088.7335
MEM 2020.601562 1772130088.8339
MEM 2020.601562 1772130088.9344
MEM 2020.601562 1772130089.0347
MEM 2020.601562 1772130089.1353
MEM 2020.601562 1772130089.2356
MEM 2020.601562 1772130089.3359
MEM 2020.601562 1772130089.4362
MEM 2020.601562 1772130089.5365
MEM 2020.601562 1772130089.6368
MEM 2020.601562 1772130089.7371
MEM 2020.601562 1772130089.8377
MEM 2020.601562 1772130089.9383
MEM 2020.601562 1772130090.0389
MEM 2020.601562 1772130090.1392
MEM 2020.601562 1772130090.2395
MEM 2020.601562 1772130090.3403
MEM 2020.601562 1772130090.4406
MEM 2020.601562 1772130090.5412
MEM 2020.601562 1772130090.6417
MEM 2020.601562 1772130090.7423
MEM 2020.601562 1772130090.8426
MEM 2020.601562 1772130090.9429
MEM 2020.601562 1772130091.0433
MEM 2020.601562 1772130091.1439
MEM 2020.601562 1772130091.2444
MEM 2020.601562 1772130091.3447
MEM 2020.601562 1772130091.4454
MEM 2020.601562 1772130091.5457
MEM 2020.601562 1772130091.6460
MEM 2020.601562 1772130091.7463
MEM 2020.601562 1772130091.8467
MEM 2020.601562 1772130091.9470
MEM 2020.601562 1772130092.0473
MEM 2020.601562 1772130092.1476
MEM 2020.601562 1772130092.2479
MEM 2020.601562 1772130092.3482
MEM 2020.601562 1772130092.4486
MEM 2020.601562 1772130092.5489
MEM 2020.601562 1772130092.6494
MEM 2020.601562 1772130092.7497
MEM 2020.601562 1772130092.8501
MEM 2020.601562 1772130092.9504
MEM 2020.601562 1772130093.0507
MEM 2020.601562 1772130093.1513
MEM 2020.601562 1772130093.2516
MEM 2020.601562 1772130093.3519
MEM 2020.601562 1772130093.4522
MEM 2020.601562 1772130093.5526
MEM 2020.601562 1772130093.6530
MEM 2020.601562 1772130093.7535
MEM 2020.601562 1772130093.8538
MEM 2020.601562 1772130093.9541
MEM 2020.601562 1772130094.0544
MEM 2020.601562 1772130094.1547
MEM 2020.601562 1772130094.2551
MEM 2020.601562 1772130094.3554
MEM 2020.601562 1772130094.4557
MEM 2020.601562 1772130094.5560
MEM 2020.601562 1772130094.6563
MEM 2020.601562 1772130094.7567
MEM 2020.601562 1772130094.8570
MEM 2020.601562 1772130094.9573
MEM 2020.601562 1772130095.0576
MEM 2020.601562 1772130095.1579
MEM 2020.601562 1772130095.2582
MEM 2020.601562 1772130095.3585
MEM 2020.601562 1772130095.4590
MEM 2020.601562 1772130095.5596
MEM 2020.601562 1772130095.6603
MEM 2020.601562 1772130095.7606
MEM 2020.601562 1772130095.8609
MEM 2020.601562 1772130095.9615
MEM 2020.601562 1772130096.0618
MEM 2020.601562 1772130096.1623
MEM 2020.601562 1772130096.2629
MEM 2020.601562 1772130096.3632
MEM 2020.601562 1772130096.4635
MEM 2020.601562 1772130096.5638
MEM 2020.601562 1772130096.6644
MEM 2020.601562 1772130096.7647
MEM 2020.601562 1772130096.8652
MEM 2020.601562 1772130096.9656
MEM 2020.601562 1772130097.0662
MEM 2020.601562 1772130097.1668
MEM 2020.601562 1772130097.2671
MEM 2020.601562 1772130097.3674
MEM 2020.601562 1772130097.4677
MEM 2020.601562 1772130097.5681
MEM 2020.601562 1772130097.6684
MEM 2020.601562 1772130097.7690
MEM 2020.601562 1772130097.8696
MEM 2020.601562 1772130097.9703
MEM 2020.601562 1772130098.0710
MEM 2020.601562 1772130098.1713
MEM 2020.601562 1772130098.2716
MEM 2020.601562 1772130098.3723
MEM 2020.601562 1772130098.4726
MEM 2020.601562 1772130098.5733
MEM 2020.601562 1772130098.6739
MEM 2020.601562 1772130098.7744
MEM 2020.601562 1772130098.8747
MEM 2020.601562 1772130098.9750
MEM 2020.601562 1772130099.0753
MEM 2020.601562 1772130099.1757
MEM 2020.601562 1772130099.2763
MEM 2020.601562 1772130099.3766
MEM 2020.601562 1772130099.4772
MEM 2020.601562 1772130099.5776
MEM 2020.601562 1772130099.6783
MEM 2020.601562 1772130099.7789
MEM 2020.601562 1772130099.8795
MEM 2020.601562 1772130099.9800
MEM 2020.601562 1772130100.0805
MEM 2020.601562 1772130100.1808
MEM 2020.601562 1772130100.2813
MEM 2020.601562 1772130100.3816
MEM 2020.601562 1772130100.4823
MEM 2020.601562 1772130100.5828
MEM 2020.601562 1772130100.6834
MEM 2020.601562 1772130100.7837
MEM 2020.601562 1772130100.8842
MEM 2020.601562 1772130100.9846
MEM 2020.601562 1772130101.0849
MEM 2020.601562 1772130101.1854
MEM 2020.601562 1772130101.2857
MEM 2020.601562 1772130101.3863
MEM 2020.601562 1772130101.4869
MEM 2020.601562 1772130101.5874
MEM 2020.601562 1772130101.6877
MEM 2020.601562 1772130101.7883
MEM 2020.601562 1772130101.8888
MEM 2020.601562 1772130101.9894
MEM 2020.601562 1772130102.0900
MEM 2020.601562 1772130102.1903
MEM 2020.601562 1772130102.2907
MEM 2020.601562 1772130102.3910
MEM 2020.601562 1772130102.4913
MEM 2020.601562 1772130102.5919
MEM 2020.601562 1772130102.6925
MEM 2020.601562 1772130102.7928
MEM 2020.601562 1772130102.8933
MEM 2020.601562 1772130102.9936
MEM 2020.601562 1772130103.0945
MEM 2020.601562 1772130103.1948
MEM 2020.601562 1772130103.2952
MEM 2020.601562 1772130103.3955
MEM 2020.601562 1772130103.4958
MEM 2020.601562 1772130103.5961
MEM 2020.601562 1772130103.6964
MEM 2020.601562 1772130103.7971
MEM 2020.601562 1772130103.8974
MEM 2020.601562 1772130103.9977
MEM 2020.601562 1772130104.0980
MEM 2020.601562 1772130104.1985
MEM 2020.601562 1772130104.2989
MEM 2020.601562 1772130104.3992
MEM 2020.601562 1772130104.4997
MEM 2020.601562 1772130104.6003
MEM 2020.601562 1772130104.7006
MEM 2020.601562 1772130104.8013
MEM 2020.601562 1772130104.9017
MEM 2020.601562 1772130105.0020
MEM 2020.601562 1772130105.1023
MEM 2020.601562 1772130105.2030
MEM 2020.601562 1772130105.3035
MEM 2020.601562 1772130105.4040
MEM 2020.601562 1772130105.5043
MEM 2020.601562 1772130105.6048
MEM 2020.601562 1772130105.7053
MEM 2020.601562 1772130105.8057
MEM 2020.601562 1772130105.9060
MEM 2020.601562 1772130106.0063
MEM 2020.601562 1772130106.1066
MEM 2020.601562 1772130106.2069
MEM 2020.601562 1772130106.3072
MEM 2020.601562 1772130106.4075
MEM 2020.601562 1772130106.5083
MEM 2020.601562 1772130106.6086
MEM 2020.601562 1772130106.7089
MEM 2020.601562 1772130106.8095
MEM 2020.601562 1772130106.9098
MEM 2020.601562 1772130107.0101
MEM 2020.601562 1772130107.1106
MEM 2020.601562 1772130107.2113
MEM 2020.601562 1772130107.3117
MEM 2020.601562 1772130107.4121
MEM 2064.320312 1772130107.5124
MEM 2040.488281 1772130107.6127
MEM 2054.269531 1772130107.7131
MEM 2054.269531 1772130107.8133
MEM 2054.269531 1772130107.9135
MEM 2054.269531 1772130108.0136
MEM 2054.269531 1772130108.1138
MEM 2054.269531 1772130108.2140
MEM 2054.269531 1772130108.3142
MEM 2054.269531 1772130108.4144
MEM 2054.269531 1772130108.5146
MEM 2054.269531 1772130108.6148
MEM 2054.269531 1772130108.7150
MEM 2054.269531 1772130108.8152
MEM 2054.769531 1772130108.9154
MEM 2054.769531 1772130109.0156
MEM 2054.769531 1772130109.1156
MEM 2054.769531 1772130109.2158
MEM 2054.769531 1772130109.3160
MEM 2054.769531 1772130109.4162
MEM 2055.269531 1772130109.5164
MEM 2055.269531 1772130109.6166
MEM 2055.269531 1772130109.7166
MEM 2055.269531 1772130109.8168
MEM 2055.269531 1772130109.9170
MEM 2055.269531 1772130110.0172
MEM 2055.269531 1772130110.1174
MEM 2055.769531 1772130110.2176
MEM 2055.769531 1772130110.3176
MEM 2055.769531 1772130110.4178
MEM 2055.769531 1772130110.5180
MEM 2055.769531 1772130110.6182
MEM 2055.769531 1772130110.7184
MEM 2056.269531 1772130110.8186
MEM 2056.269531 1772130110.9188
MEM 2056.269531 1772130111.0189
MEM 2056.269531 1772130111.1191
MEM 2056.269531 1772130111.2193
MEM 2056.269531 1772130111.3195
MEM 2056.769531 1772130111.4196
MEM 2056.769531 1772130111.5198
MEM 2054.656250 1772130111.6204
MEM 2054.656250 1772130111.7207
MEM 2054.656250 1772130111.8210
MEM 2056.656250 1772130111.9212
MEM 2058.156250 1772130112.0214
MEM 2059.656250 1772130112.1216
MEM 2062.734375 1772130112.2218
MEM 2062.734375 1772130112.3221
MEM 1692.203125 1772130112.4225
MEM 1690.066406 1772130112.5229
MEM 1690.066406 1772130112.6233
MEM 1689.031250 1772130112.7237
MEM 1689.031250 1772130112.8241
MEM 1687.531250 1772130112.9245
MEM 1686.277344 1772130113.0248
MEM 1690.277344 1772130113.1251
MEM 1694.777344 1772130113.2254
MEM 1699.277344 1772130113.3257
MEM 1703.277344 1772130113.4260
MEM 1704.304688 1772130113.5265
MEM 0.000000 1772130113.6752
